seqid	len	gc	cov_pa61-scaffolds.fa.ERR138445.bowtie2.sorted.bam	cov_pa61-scaffolds.fa.ERR138446.bowtie2.sorted.bam	taxlevel_species	taxlevel_order	taxlevel_phylum	taxlevel_superkingdom
114836	76	0.355263157894737	4.09210526315789	2.61842105263158	Not annotated	Not annotated	Not annotated	Not annotated
91373	61	0.491803278688525	1.81967213114754	1.09836065573771	Not annotated	Not annotated	Not annotated	Not annotated
40253	983	0.360122075279756	54.5127161749749	22.4221770091557	Not annotated	Not annotated	Not annotated	Not annotated
231949	63	0.46031746031746	10.0634920634921	1.95238095238095	Not annotated	Not annotated	Not annotated	Not annotated
108434	61	0.540983606557377	0	0	Not annotated	Not annotated	Not annotated	Not annotated
268605	65	0.369230769230769	8.06153846153846	6.01538461538462	Not annotated	Not annotated	Not annotated	Not annotated
118090	64	0.359375	70.890625	27.28125	Not annotated	Not annotated	Not annotated	Not annotated
79529	121	0.446280991735537	29.3305785123967	18.6694214876033	Not annotated	Not annotated	Not annotated	Not annotated
193529	170	0.417647058823529	88.9941176470588	40.2352941176471	Not annotated	Not annotated	Not annotated	Not annotated
323608	121	0.495867768595041	1736.88429752069	1311.44628099175	Caenorhabditis elegans	Rhabditida	Nematoda	Eukaryota
95722	65	0.615384615384615	3.56923076923077	1.84615384615385	Not annotated	Not annotated	Not annotated	Not annotated
86964	112	0.526785714285714	131.669642857143	82.2946428571429	Not annotated	Not annotated	Not annotated	Not annotated
84214	62	0.354838709677419	35.1935483870968	12.5967741935484	Not annotated	Not annotated	Not annotated	Not annotated
317880	74	0.459459459459459	25.7432432432432	31.7702702702703	Not annotated	Not annotated	Not annotated	Not annotated
91956	121	0.504132231404959	1986.38842975211	803.917355371909	Not annotated	Not annotated	Not annotated	Not annotated
69946	107	0.448598130841121	33.9252336448598	25.607476635514	Not annotated	Not annotated	Not annotated	Not annotated
168099	108	0.398148148148148	282.083333333334	167.111111111111	Not annotated	Not annotated	Not annotated	Not annotated
104025	65	0.507692307692308	37.1230769230769	16.8923076923077	Not annotated	Not annotated	Not annotated	Not annotated
50339	97	0.319587628865979	0	0	Not annotated	Not annotated	Not annotated	Not annotated
13766	123	0.569105691056911	269.349593495935	266.943089430894	Not annotated	Not annotated	Not annotated	Not annotated
344619	14824	0.375658516817506	77.766999460338	38.9013086886144	Not annotated	Not annotated	Not annotated	Not annotated
265730	82	0.5	97.5731707317073	127.890243902439	Not annotated	Not annotated	Not annotated	Not annotated
337321	10045	0.453558984569438	209.507814833224	122.100846192127	Not annotated	Not annotated	Not annotated	Not annotated
158534	62	0.5	29.2258064516129	30.258064516129	Not annotated	Not annotated	Not annotated	Not annotated
291457	65	0.323076923076923	1	1.69230769230769	Not annotated	Not annotated	Not annotated	Not annotated
34468	118	0.355932203389831	81.635593220339	46.5508474576271	Not annotated	Not annotated	Not annotated	Not annotated
149410	65	0.2	2.84615384615385	2	Not annotated	Not annotated	Not annotated	Not annotated
252820	62	0.5	38.6129032258065	32.5645161290323	Not annotated	Not annotated	Not annotated	Not annotated
9968	116	0.353448275862069	216.21551724138	137.810344827586	Not annotated	Not annotated	Not annotated	Not annotated
286016	61	0.475409836065574	12.4918032786885	11.8360655737705	Not annotated	Not annotated	Not annotated	Not annotated
319356	127	0.724409448818898	4.36220472440945	7.22047244094488	Rhodanobacter sp. 2APBS1	Xanthomonadales	Proteobacteria	Bacteria
280035	70	0.671428571428571	29.4428571428571	19.3285714285714	Not annotated	Not annotated	Not annotated	Not annotated
156910	61	0.409836065573771	0	0	Not annotated	Not annotated	Not annotated	Not annotated
109830	68	0.529411764705882	89.5441176470588	122.5	Not annotated	Not annotated	Not annotated	Not annotated
317976	73	0.397260273972603	10.8630136986301	3.9041095890411	Not annotated	Not annotated	Not annotated	Not annotated
5464	61	0.39344262295082	113.032786885246	107.622950819672	Not annotated	Not annotated	Not annotated	Not annotated
54201	81	0.395061728395062	29.8395061728395	15.962962962963	Not annotated	Not annotated	Not annotated	Not annotated
48954	61	0.409836065573771	125.049180327869	56.4262295081967	Not annotated	Not annotated	Not annotated	Not annotated
137711	93	0.537634408602151	144.032258064516	195.236559139785	Not annotated	Not annotated	Not annotated	Not annotated
43071	118	0.406779661016949	45.8050847457627	24.5762711864407	Not annotated	Not annotated	Not annotated	Not annotated
204009	71	0.323943661971831	7.53521126760563	3.56338028169014	Not annotated	Not annotated	Not annotated	Not annotated
152614	84	0.476190476190476	5.97619047619048	9.64285714285714	Not annotated	Not annotated	Not annotated	Not annotated
55109	66	0.333333333333333	25.8333333333333	14.1969696969697	Not annotated	Not annotated	Not annotated	Not annotated
39494	90	0.5	9.87777777777778	6.03333333333333	Not annotated	Not annotated	Not annotated	Not annotated
133973	61	0.475409836065574	0	0	Not annotated	Not annotated	Not annotated	Not annotated
82410	63	0.476190476190476	21.1587301587302	20.7936507936508	Not annotated	Not annotated	Not annotated	Not annotated
158497	67	0.432835820895522	38.7164179104478	29.6865671641791	Not annotated	Not annotated	Not annotated	Not annotated
310830	63	0.53968253968254	105.84126984127	73.4285714285714	Not annotated	Not annotated	Not annotated	Not annotated
131520	67	0.522388059701492	23.7611940298507	26.5820895522388	Not annotated	Not annotated	Not annotated	Not annotated
64626	113	0.513274336283186	1096.39823008848	770.389380530965	Not annotated	Not annotated	Not annotated	Not annotated
300336	139	0.460431654676259	23.4604316546763	9.90647482014388	Not annotated	Not annotated	Not annotated	Not annotated
270753	90	0.433333333333333	336.833333333333	242.655555555556	Not annotated	Not annotated	Not annotated	Not annotated
282549	119	0.512605042016807	354.252100840337	408.899159663866	Not annotated	Not annotated	Not annotated	Not annotated
314090	121	0.462809917355372	201.347107438016	95.7107438016529	Not annotated	Not annotated	Not annotated	Not annotated
239884	63	0.46031746031746	72.3492063492063	42.1111111111111	Not annotated	Not annotated	Not annotated	Not annotated
207983	96	0.489583333333333	33.78125	11.2708333333333	Not annotated	Not annotated	Not annotated	Not annotated
190555	69	0.478260869565217	35.3623188405797	20.3188405797101	Not annotated	Not annotated	Not annotated	Not annotated
196715	67	0.402985074626866	19.4029850746269	21.2388059701493	Not annotated	Not annotated	Not annotated	Not annotated
46758	66	0.5	12.6969696969697	2.59090909090909	Not annotated	Not annotated	Not annotated	Not annotated
294568	61	0.426229508196721	43	32.7377049180328	Not annotated	Not annotated	Not annotated	Not annotated
58902	61	0.459016393442623	25.0327868852459	18.3606557377049	Not annotated	Not annotated	Not annotated	Not annotated
314652	121	0.371900826446281	92.0330578512396	45.7355371900826	Not annotated	Not annotated	Not annotated	Not annotated
216971	65	0.353846153846154	1	3.92307692307692	Not annotated	Not annotated	Not annotated	Not annotated
118006	63	0.396825396825397	4.3968253968254	4.34920634920635	Not annotated	Not annotated	Not annotated	Not annotated
176400	66	0.454545454545455	9.89393939393939	4.13636363636364	Not annotated	Not annotated	Not annotated	Not annotated
84649	148	0.47972972972973	58.5608108108108	34.1013513513514	Not annotated	Not annotated	Not annotated	Not annotated
83655	61	0.475409836065574	4.29508196721311	2	Not annotated	Not annotated	Not annotated	Not annotated
238473	64	0.25	18.109375	7.859375	Not annotated	Not annotated	Not annotated	Not annotated
206771	65	0.6	6.07692307692308	2.2	Not annotated	Not annotated	Not annotated	Not annotated
84664	63	0.333333333333333	6.49206349206349	3.19047619047619	Not annotated	Not annotated	Not annotated	Not annotated
294646	63	0.301587301587302	4.50793650793651	2.93650793650794	Not annotated	Not annotated	Not annotated	Not annotated
247115	61	0.459016393442623	197.72131147541	119.688524590164	Not annotated	Not annotated	Not annotated	Not annotated
241252	67	0.492537313432836	16.3880597014925	13.6865671641791	Not annotated	Not annotated	Not annotated	Not annotated
285625	62	0.338709677419355	3	2.58064516129032	Not annotated	Not annotated	Not annotated	Not annotated
119432	64	0.390625	32.53125	13.921875	Not annotated	Not annotated	Not annotated	Not annotated
41629	130	0.492307692307692	313.376923076924	139.069230769231	Not annotated	Not annotated	Not annotated	Not annotated
282894	121	0.429752066115702	2466.90909090915	1203.58677685953	Not annotated	Not annotated	Not annotated	Not annotated
233216	62	0.370967741935484	21.2096774193548	16.4032258064516	Not annotated	Not annotated	Not annotated	Not annotated
285487	70	0.5	266.5	192.328571428571	Not annotated	Not annotated	Not annotated	Not annotated
224053	62	0.483870967741935	48.8548387096774	31.5483870967742	Not annotated	Not annotated	Not annotated	Not annotated
173573	63	0.365079365079365	34.031746031746	37.1904761904762	Not annotated	Not annotated	Not annotated	Not annotated
165879	153	0.437908496732026	151.941176470588	94.6797385620915	Not annotated	Not annotated	Not annotated	Not annotated
9683	70	0.471428571428571	126.942857142857	95.6857142857143	Not annotated	Not annotated	Not annotated	Not annotated
309777	114	0.394736842105263	719.307017543863	591.482456140353	Not annotated	Not annotated	Not annotated	Not annotated
93112	74	0.540540540540541	5.77027027027027	5.75675675675676	Not annotated	Not annotated	Not annotated	Not annotated
338288	4043	0.387760158572844	74.3799159040291	28.0692555033394	Caenorhabditis briggsae	Rhabditida	Nematoda	Eukaryota
270546	106	0.60377358490566	38.5943396226415	19.9339622641509	Not annotated	Not annotated	Not annotated	Not annotated
216474	121	0.347107438016529	45.6115702479339	22.6611570247934	Not annotated	Not annotated	Not annotated	Not annotated
348133	6659	0.358612404264905	68.2728637933598	32.0911548280533	Not annotated	Not annotated	Not annotated	Not annotated
299516	129	0.387596899224806	103.15503875969	65.8604651162791	Not annotated	Not annotated	Not annotated	Not annotated
136458	76	0.434210526315789	102.407894736842	66.1447368421052	Not annotated	Not annotated	Not annotated	Not annotated
122314	100	0.41	36.64	26.49	Not annotated	Not annotated	Not annotated	Not annotated
144980	112	0.303571428571429	28.1428571428572	12.0535714285714	Not annotated	Not annotated	Not annotated	Not annotated
325150	117	0.487179487179487	93.4700854700855	63.9743589743589	Not annotated	Not annotated	Not annotated	Not annotated
152473	121	0.363636363636364	256.00826446281	147.512396694215	Not annotated	Not annotated	Not annotated	Not annotated
339758	2873	0.558649495301079	104.616776888274	48.4782457361649	Not annotated	Not annotated	Not annotated	Not annotated
44059	67	0.462686567164179	22.6865671641791	4.38805970149254	Not annotated	Not annotated	Not annotated	Not annotated
102009	78	0.461538461538462	267.76923076923	209.282051282051	Not annotated	Not annotated	Not annotated	Not annotated
178837	72	0.375	74.6388888888889	42.7777777777778	Not annotated	Not annotated	Not annotated	Not annotated
102836	63	0.619047619047619	26.4603174603175	30.5873015873016	Not annotated	Not annotated	Not annotated	Not annotated
32015	61	0.39344262295082	5.57377049180328	2.57377049180328	Not annotated	Not annotated	Not annotated	Not annotated
72123	95	0.357894736842105	0.8	0.842105263157895	Not annotated	Not annotated	Not annotated	Not annotated
79924	73	0.479452054794521	17.1506849315068	18.4109589041096	Not annotated	Not annotated	Not annotated	Not annotated
40179	76	0.394736842105263	196.171052631579	129.46052631579	Not annotated	Not annotated	Not annotated	Not annotated
318006	108	0.462962962962963	26.2314814814815	14.7962962962963	Not annotated	Not annotated	Not annotated	Not annotated
175592	78	0.551282051282051	195.692307692308	139.564102564103	Not annotated	Not annotated	Not annotated	Not annotated
211504	63	0.507936507936508	216.238095238095	159.238095238095	Not annotated	Not annotated	Not annotated	Not annotated
83499	65	0.369230769230769	60.1230769230769	44.1846153846154	Not annotated	Not annotated	Not annotated	Not annotated
326294	61	0.245901639344262	1.78688524590164	0	Not annotated	Not annotated	Not annotated	Not annotated
83427	62	0.580645161290323	9.7741935483871	2.19354838709677	Not annotated	Not annotated	Not annotated	Not annotated
52786	81	0.469135802469136	306.666666666666	189.296296296296	Not annotated	Not annotated	Not annotated	Not annotated
131134	79	0.493670886075949	227.126582278481	253.506329113924	Not annotated	Not annotated	Not annotated	Not annotated
120271	67	0.477611940298507	6.1044776119403	2.64179104477612	Not annotated	Not annotated	Not annotated	Not annotated
183260	63	0.53968253968254	87.9523809523808	63.6666666666666	Not annotated	Not annotated	Not annotated	Not annotated
155888	111	0.486486486486487	961.036036036021	622.702702702705	Not annotated	Not annotated	Not annotated	Not annotated
291809	94	0.478723404255319	44.1276595744681	78.1489361702128	Not annotated	Not annotated	Not annotated	Not annotated
125777	67	0.447761194029851	116.701492537313	119.044776119403	Not annotated	Not annotated	Not annotated	Not annotated
344722	37552	0.400857477631018	92.2273913506958	51.0979974435383	Caenorhabditis briggsae	Rhabditida	Nematoda	Eukaryota
337116	3136	0.392219387755102	47.0905612244909	23.5870535714285	Not annotated	Not annotated	Not annotated	Not annotated
325226	121	0.454545454545455	120.157024793388	57.4132231404959	Not annotated	Not annotated	Not annotated	Not annotated
123929	70	0.571428571428571	47.5142857142857	51.1285714285714	Not annotated	Not annotated	Not annotated	Not annotated
280797	66	0.515151515151515	103.166666666666	87.0606060606059	Not annotated	Not annotated	Not annotated	Not annotated
141854	61	0.360655737704918	21.9344262295082	15.672131147541	Not annotated	Not annotated	Not annotated	Not annotated
207250	63	0.603174603174603	81.9365079365079	48.1904761904762	Not annotated	Not annotated	Not annotated	Not annotated
232955	81	0.481481481481481	463.555555555556	441.691358024691	Not annotated	Not annotated	Not annotated	Not annotated
280966	121	0.28099173553719	14.8760330578512	5.66115702479339	Not annotated	Not annotated	Not annotated	Not annotated
8091	70	0.457142857142857	7.77142857142857	0.957142857142857	Not annotated	Not annotated	Not annotated	Not annotated
41777	94	0.468085106382979	335.776595744681	355.489361702128	Not annotated	Not annotated	Not annotated	Not annotated
301587	64	0.515625	18.40625	24.828125	Not annotated	Not annotated	Not annotated	Not annotated
186421	64	0.515625	214.375	195.890625	Not annotated	Not annotated	Not annotated	Not annotated
48848	63	0.412698412698413	35.8253968253969	19.8571428571429	Not annotated	Not annotated	Not annotated	Not annotated
217651	121	0.545454545454545	157.01652892562	79.6859504132232	Not annotated	Not annotated	Not annotated	Not annotated
204353	84	0.5	156.964285714286	116.97619047619	Not annotated	Not annotated	Not annotated	Not annotated
2479	65	0.369230769230769	20.3384615384615	7.92307692307692	Not annotated	Not annotated	Not annotated	Not annotated
325278	61	0.60655737704918	38.1475409836066	37.344262295082	Not annotated	Not annotated	Not annotated	Not annotated
266379	141	0.482269503546099	58.2836879432624	52.4751773049645	Not annotated	Not annotated	Not annotated	Not annotated
47858	61	0.426229508196721	100.491803278689	100.229508196721	Not annotated	Not annotated	Not annotated	Not annotated
320022	73	0.465753424657534	24.5068493150685	23.8356164383562	Not annotated	Not annotated	Not annotated	Not annotated
212137	70	0.642857142857143	36.5	27.5	Not annotated	Not annotated	Not annotated	Not annotated
205157	83	0.349397590361446	3.81927710843374	1.6144578313253	Not annotated	Not annotated	Not annotated	Not annotated
288554	77	0.428571428571429	66.6883116883117	40.4935064935065	Not annotated	Not annotated	Not annotated	Not annotated
294720	62	0.532258064516129	11.7903225806452	6.54838709677419	Caenorhabditis sp. 5 KK-2011	Rhabditida	Nematoda	Eukaryota
161162	215	0.381395348837209	97.2604651162789	65.7255813953489	Not annotated	Not annotated	Not annotated	Not annotated
102180	61	0.557377049180328	11.7540983606557	14.0819672131148	Not annotated	Not annotated	Not annotated	Not annotated
122258	63	0.365079365079365	31.3809523809524	11.6031746031746	Not annotated	Not annotated	Not annotated	Not annotated
175262	73	0.479452054794521	1	0	Not annotated	Not annotated	Not annotated	Not annotated
207600	113	0.424778761061947	469.415929203537	303.017699115045	Not annotated	Not annotated	Not annotated	Not annotated
161852	67	0.462686567164179	534.447761194031	271.835820895522	Not annotated	Not annotated	Not annotated	Not annotated
275553	72	0.416666666666667	0.694444444444444	0	Not annotated	Not annotated	Not annotated	Not annotated
210116	63	0.333333333333333	2.80952380952381	2	Not annotated	Not annotated	Not annotated	Not annotated
142147	74	0.567567567567568	139.513513513513	132.932432432432	Not annotated	Not annotated	Not annotated	Not annotated
11633	77	0.480519480519481	6.62337662337662	7.15584415584416	Not annotated	Not annotated	Not annotated	Not annotated
258257	105	0.514285714285714	334.399999999999	169.666666666667	Caenorhabditis sp. 5 KK-2011	Rhabditida	Nematoda	Eukaryota
170192	67	0.298507462686567	100.850746268657	59.4328358208955	Not annotated	Not annotated	Not annotated	Not annotated
155050	90	0.5	117.088888888889	69.5444444444444	Not annotated	Not annotated	Not annotated	Not annotated
314860	102	0.46078431372549	223.107843137255	139.28431372549	Not annotated	Not annotated	Not annotated	Not annotated
82251	67	0.373134328358209	34.5820895522388	12.1791044776119	Not annotated	Not annotated	Not annotated	Not annotated
181235	70	0.571428571428571	25.0285714285714	18.9	Not annotated	Not annotated	Not annotated	Not annotated
345995	3377	0.401243707432632	91.2576251110409	47.172046194847	Not annotated	Not annotated	Not annotated	Not annotated
105620	83	0.349397590361446	1	0.698795180722892	Not annotated	Not annotated	Not annotated	Not annotated
1973	92	0.369565217391304	18.4673913043478	18.6413043478261	Not annotated	Not annotated	Not annotated	Not annotated
338728	2368	0.458614864864865	130.454814189192	69.3699324324316	Not annotated	Not annotated	Not annotated	Not annotated
317652	80	0.375	14.2625	9	Not annotated	Not annotated	Not annotated	Not annotated
162921	75	0.293333333333333	157.466666666667	101.44	Not annotated	Not annotated	Not annotated	Not annotated
49503	70	0.442857142857143	17.5285714285714	24	Not annotated	Not annotated	Not annotated	Not annotated
247316	116	0.448275862068966	22.1637931034483	5.68965517241379	Not annotated	Not annotated	Not annotated	Not annotated
120462	61	0.459016393442623	148.770491803279	96.2295081967213	Not annotated	Not annotated	Not annotated	Not annotated
321079	152	0.421052631578947	39.796052631579	21.3486842105263	Not annotated	Not annotated	Not annotated	Not annotated
119512	64	0.421875	5.078125	4.375	Not annotated	Not annotated	Not annotated	Not annotated
291510	61	0.475409836065574	78.6885245901639	52.6885245901639	Not annotated	Not annotated	Not annotated	Not annotated
228283	85	0.541176470588235	77.8588235294118	60.8	Not annotated	Not annotated	Not annotated	Not annotated
310136	121	0.694214876033058	535.074380165291	153.818181818182	Not annotated	Not annotated	Not annotated	Not annotated
345606	7145	0.455003498950315	106.71014695593	63.0615815255487	Not annotated	Not annotated	Not annotated	Not annotated
152404	133	0.586466165413534	8.96992481203008	5.07518796992481	Not annotated	Not annotated	Not annotated	Not annotated
110680	67	0.552238805970149	62.2686567164179	61.2985074626866	Not annotated	Not annotated	Not annotated	Not annotated
42339	65	0.553846153846154	35.8153846153846	20.6	Not annotated	Not annotated	Not annotated	Not annotated
191050	67	0.567164179104478	0.955223880597015	4.73134328358209	Not annotated	Not annotated	Not annotated	Not annotated
167980	121	0.421487603305785	148.644628099173	89.9421487603306	Not annotated	Not annotated	Not annotated	Not annotated
294389	70	0.342857142857143	153.957142857143	99.2	Not annotated	Not annotated	Not annotated	Not annotated
289392	2044	0.620352250489237	11.0469667318983	8.96966731898241	Pseudomonas stutzeri	Pseudomonadales	Proteobacteria	Bacteria
170092	121	0.495867768595041	426.099173553719	224.115702479339	Not annotated	Not annotated	Not annotated	Not annotated
288465	121	0.520661157024793	201.818181818182	137.909090909091	Not annotated	Not annotated	Not annotated	Not annotated
103110	121	0.413223140495868	58.4462809917355	43.3553719008265	Not annotated	Not annotated	Not annotated	Not annotated
124291	65	0.292307692307692	133.107692307692	68.1538461538462	Not annotated	Not annotated	Not annotated	Not annotated
79423	300	0.353333333333333	71.8366666666667	35.9133333333333	Not annotated	Not annotated	Not annotated	Not annotated
116154	61	0.622950819672131	5.42622950819672	1.63934426229508	Not annotated	Not annotated	Not annotated	Not annotated
340565	16677	0.414223181627391	77.8538706002388	35.9344606344091	Caenorhabditis briggsae	Rhabditida	Nematoda	Eukaryota
217666	63	0.476190476190476	10.015873015873	3.26984126984127	Not annotated	Not annotated	Not annotated	Not annotated
139255	61	0.344262295081967	56.1475409836065	35.7540983606557	Not annotated	Not annotated	Not annotated	Not annotated
45964	94	0.393617021276596	47.0212765957446	40.9042553191489	Not annotated	Not annotated	Not annotated	Not annotated
347899	67485	0.382192511783713	80.0949396161202	43.4652737645237	Caenorhabditis briggsae	Rhabditida	Nematoda	Eukaryota
214357	68	0.588235294117647	8.98529411764706	1.57352941176471	Not annotated	Not annotated	Not annotated	Not annotated
64257	116	0.439655172413793	196.146551724138	117.922413793103	Not annotated	Not annotated	Not annotated	Not annotated
197314	63	0.650793650793651	32.5555555555556	65.6666666666666	Not annotated	Not annotated	Not annotated	Not annotated
241732	121	0.528925619834711	162.694214876033	55.504132231405	Not annotated	Not annotated	Not annotated	Not annotated
193078	62	0.403225806451613	0.774193548387097	0	Not annotated	Not annotated	Not annotated	Not annotated
168602	1042	0.399232245681382	52.5758157389639	16.1046065259117	Not annotated	Not annotated	Not annotated	Not annotated
259619	69	0.478260869565217	0	0.971014492753623	Not annotated	Not annotated	Not annotated	Not annotated
261126	2476	0.381663974151858	33.9058966074312	11.3279483037157	Not annotated	Not annotated	Not annotated	Not annotated
348273	2669	0.451854627201199	127.682652678908	61.8366429374284	Not annotated	Not annotated	Not annotated	Not annotated
5671	100	0.49	124.54	90.68	Not annotated	Not annotated	Not annotated	Not annotated
112144	65	0.507692307692308	30.5230769230769	32.6	Not annotated	Not annotated	Not annotated	Not annotated
283314	74	0.513513513513513	36.4459459459459	30.1486486486487	Not annotated	Not annotated	Not annotated	Not annotated
270639	61	0.360655737704918	10.2131147540984	6.18032786885246	Not annotated	Not annotated	Not annotated	Not annotated
264587	62	0.516129032258065	12.7096774193548	5.43548387096774	Not annotated	Not annotated	Not annotated	Not annotated
68543	167	0.604790419161677	43.1317365269461	23.1437125748503	Not annotated	Not annotated	Not annotated	Not annotated
158325	2737	0.385458531238582	49.031786627694	24.7869930580928	Caenorhabditis elegans	Rhabditida	Nematoda	Eukaryota
96408	61	0.39344262295082	21.5573770491803	24.0491803278689	Not annotated	Not annotated	Not annotated	Not annotated
131485	68	0.5	694.95588235294	374.279411764706	Caenorhabditis sp. 5 KK-2011	Rhabditida	Nematoda	Eukaryota
153513	90	0.377777777777778	98.1333333333333	40.3555555555556	Not annotated	Not annotated	Not annotated	Not annotated
